2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
11X288,Collegiate Institute for Math and Science,High School,687,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.80,0.65,0.80,0.54,0.69,0.77,Developing,Developing,Proficient,Well Developed,Proficient,"March 12, 2015",2.75,2.62,0.029,0.163,0.035,0.641,0.057,0.483,0.116,0.338,0.435,0.095,1,0.74,0.89,0.31,0.96
11X290,Bronx Academy of Health Careers,High School,465,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.84,0.86,0.77,0.80,0.72,0.84,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 29, 2015",2.21,2.13,0.095,0.228,0.041,0.771,0.148,0.587,0.047,0.447,0.473,0.019,2.8,0.88,0.89,0.34,0.97
11X299,Astor Collegiate Academy,High School,476,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.88,0.73,0.81,0.71,0.83,Proficient,Developing,Developing,Developing,Developing,"February 5, 2015",2.35,2.27,0.050,0.231,0.034,0.672,0.069,0.513,0.065,0.334,0.479,0.105,4.6,0.89,0.88,0.35,0.97
11X418,Bronx High School for the Visual Arts,High School,483,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.79,0.62,0.74,0.61,0.69,0.77,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 23, 2015",2.31,2.1,0.017,0.265,0.095,0.686,0.110,0.513,0.037,0.273,0.615,0.068,4,0.91,0.86,0.36,0.95
11X455,Harry S Truman High School,High School,2058,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.90,0.76,0.86,0.70,0.88,Developing,Developing,Proficient,Well Developed,Developing,"March 18-20, 2014",2.22,2.09,0.048,0.183,0.100,0.676,0.119,0.529,0.024,0.516,0.427,0.022,1.8,0.72,0.89,0.28,0.97
11X508,Bronxdale High School,High School,427,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.92,0.80,0.90,0.76,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,"May 6-7, 2014",2.3,2.16,0.026,0.187,0.012,0.690,0.103,0.532,0.030,0.288,0.571,0.094,3.1,0.24,0.85,0.45,0.97
11X509,High School of Language and Innovation,High School,354,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.90,0.95,0.80,0.92,0.88,0.92,Proficient,Developing,Proficient,Proficient,Well Developed,"January 9, 2015",1.91,1.97,0.737,0.031,0.000,0.763,0.212,0.556,0.167,0.119,0.576,0.110,4,0.40,0.89,0.36,0.98
11X513,New World High School,High School,408,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.89,0.91,0.85,0.81,0.73,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"January 15, 2015",1.91,2.05,0.625,0.056,0.002,0.797,0.196,0.618,0.137,0.093,0.662,0.076,10,0.58,0.91,0.33,0.97
11X514,The Bronxwood Preparatory Academy,High School,423,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.88,0.89,0.78,0.82,0.74,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 6, 2015",2.19,2.04,0.064,0.239,0.038,0.655,0.106,0.454,0.033,0.619,0.288,0.038,10,0.72,0.91,0.25,0.96
11X542,Pelham Preparatory Academy,High School,489,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.84,0.91,0.82,0.83,0.69,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 25, 2015",2.5,2.35,0.020,0.190,0.047,0.583,0.049,0.431,0.055,0.356,0.489,0.065,3.8,0.73,0.93,0.19,0.96
11X544,High School for Contemporary Arts,High School,493,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,N/A,N/A,Meeting Target,0.84,0.81,0.66,0.65,0.64,0.81,Developing,Developing,Developing,Developing,Developing,"April 23, 2015",2.23,2.07,0.077,0.290,0.101,0.788,0.118,0.641,0.008,0.381,0.592,0.010,0.6,0.96,0.79,0.60,0.96
11X545,Bronx Aerospace High School,High School,431,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.79,0.77,0.70,0.64,0.82,Proficient,Developing,Developing,Developing,Proficient,"December 11, 2014",2.22,2.15,0.116,0.318,0.058,0.752,0.118,0.575,0.023,0.292,0.645,0.021,1,0.78,0.81,0.42,0.94
12X242,Mott Hall V,High School,669,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,0.82,0.87,0.89,0.80,0.74,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"December 3, 2014",2.42,2.42,0.058,0.230,0.072,0.795,0.066,0.612,0.042,0.222,0.706,0.017,10,0.43,0.90,0.38,0.98
12X248,"Metropolitan High School, The",High School,326,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.80,0.87,0.86,0.82,0.74,0.90,Developing,Developing,Developing,Proficient,Developing,"April 1, 2015",2.11,2.09,0.218,0.276,0.049,0.828,0.120,0.678,0.009,0.215,0.748,0.003,0.4,0.77,0.83,0.56,0.98
12X251,Explorations Academy,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.80,0.83,0.77,0.74,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,"December 16, 2014",2.13,2.07,0.182,0.235,0.003,0.814,0.151,0.651,0.008,0.271,0.698,0.020,7.9,0.74,0.82,0.56,0.96
12X267,Bronx Latin,High School,546,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.93,0.97,0.91,0.96,0.87,0.96,Proficient,Proficient,Well Developed,Well Developed,Well Developed,"December 3, 2014",2.37,2.26,0.135,0.209,0.007,0.835,0.098,0.667,0.017,0.212,0.771,0.000,2.8,0.48,0.90,0.33,0.97
12X271,East Bronx Academy for the Future,High School,618,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.91,0.84,0.92,0.75,0.93,Proficient,Proficient,Developing,Well Developed,Well Developed,"May 8, 2015",2.21,2.04,0.109,0.306,0.093,0.853,0.169,0.689,0.030,0.254,0.710,0.005,11,0.60,0.81,0.59,0.96
12X278,Peace and Diversity Academy,High School,170,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.85,0.82,0.78,0.78,0.90,Developing,Developing,Developing,Developing,Developing,"April 30, 2015",2.03,1.9,0.188,0.282,0.124,0.774,0.253,0.541,0.006,0.441,0.524,0.018,0.4,0.94,0.69,0.71,0.96
12X372,Urban Assembly School for Wildlife Conservation,High School,571,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.90,0.76,0.83,0.62,0.78,0.79,Proficient,Developing,Developing,Developing,Developing,"March 20, 2015",2.32,2.18,0.067,0.217,0.006,0.809,0.128,0.606,0.022,0.253,0.694,0.022,0.9,0.47,0.84,0.46,0.97
12X388,Pan American International High School at Monroe,High School,428,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.93,0.95,0.98,0.93,0.92,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"October 23-24, 2013",1.75,1.86,0.923,0.026,0.009,0.713,0.238,0.374,0.000,0.000,1.000,0.000,7,0.63,0.89,0.33,0.97
12X478,THE CINEMA SCHOOL,High School,338,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.80,0.82,0.71,0.73,0.89,Developing,Developing,Proficient,Proficient,Proficient,"April 21, 2015",2.58,2.45,0.033,0.083,0.000,0.723,0.056,0.571,0.038,0.219,0.698,0.041,2,0.65,0.90,0.38,0.98
12X479,Bronx Career and College Preparatory High School,High School,333,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.90,0.85,0.82,0.80,0.92,Developing,Developing,Proficient,Well Developed,Proficient,"November 13-14, 2013",2.16,2.05,0.153,0.291,0.036,0.854,0.213,0.688,0.009,0.405,0.568,0.006,6,0.54,0.79,0.63,0.97
12X511,Bronx Envision Academy,High School,355,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.80,0.80,0.77,0.85,0.73,0.87,Proficient,Developing,Developing,Well Developed,Proficient,"February 25-26, 2014",2.22,2.14,0.130,0.211,0.008,0.815,0.169,0.634,0.020,0.344,0.603,0.020,4,0.50,0.82,0.51,0.96
12X521,The Metropolitan Soundview High School,High School,416,Approaching Target,Approaching Target,N/A,Meeting Target,N/A,N/A,Meeting Target,0.82,0.83,0.88,0.81,0.73,0.89,Proficient,Developing,Developing,Proficient,Developing,"February 5-6, 2014",2.16,2.16,0.130,0.226,0.026,0.807,0.132,0.649,0.026,0.262,0.673,0.017,4,0.44,0.79,0.63,0.97
12X550,High School of World Cultures,High School,410,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.92,0.82,0.80,0.76,0.80,0.85,Proficient,Developing,Developing,Proficient,Proficient,"May 6, 2015",1.91,1.94,0.846,0.000,0.000,0.766,0.300,0.439,0.080,0.083,0.802,0.012,11.8,0.78,0.85,0.45,0.98
12X682,Fannie Lou Hamer Freedom High School,High School,470,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.97,0.86,0.97,0.90,0.97,Proficient,Developing,Proficient,Proficient,Proficient,"March 23, 2015",2.12,2.05,0.081,0.294,0.113,0.853,0.134,0.721,0.004,0.285,0.704,0.002,0.8,0.82,0.82,0.59,0.95
12X684,Wings Academy,High School,501,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.79,0.83,0.74,0.74,0.70,0.79,Developing,Developing,Developing,Proficient,Proficient,"February 11, 2015",2.18,2.1,0.034,0.242,0.022,0.813,0.124,0.661,0.008,0.585,0.379,0.012,1.6,0.84,0.82,0.55,0.96
12X692,Monroe Academy for Visual Arts & Design,High School,445,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.84,0.74,0.78,0.72,0.84,Developing,Developing,Developing,Proficient,Developing,"October 30, 2014",2.05,2.01,0.243,0.256,0.090,0.847,0.139,0.688,0.011,0.180,0.784,0.009,10,0.93,0.77,0.61,0.95
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,421,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.86,0.85,0.81,0.85,0.79,0.87,Well Developed,Proficient,Proficient,Proficient,Proficient,"February 10-11, 2014",2.31,2.07,0.033,0.205,0.003,0.782,0.091,0.609,0.007,0.730,0.228,0.007,0.8,0.82,0.79,0.64,0.99
13K350,Urban Assembly High School of Music and Art,High School,387,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.80,0.84,0.79,0.76,0.68,0.85,Proficient,Proficient,Proficient,Developing,Proficient,"May 1, 2015",2.3,2.11,0.026,0.240,0.052,0.751,0.098,0.605,0.005,0.775,0.207,0.005,10,0.46,0.82,0.56,0.95
13K412,"Brooklyn Community High School of Communication, A",High School,404,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.92,0.84,0.92,0.80,0.90,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 5, 2015",2.26,2.07,0.050,0.205,0.000,0.767,0.109,0.601,0.012,0.785,0.178,0.007,9,0.81,0.84,0.50,0.99
13K419,"Science Skills Center High School for Science, Tec",High School,528,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.84,0.74,0.79,0.78,0.84,Proficient,Developing,Proficient,Developing,Proficient,"October 28-29, 2013",2.45,2.32,0.042,0.172,0.004,0.662,0.080,0.494,0.068,0.705,0.184,0.021,3.2,0.65,0.90,0.27,0.97
13K430,Brooklyn Technical High School,High School,5447,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Not Meeting Target,Approaching Target,Exceeding Target,0.81,0.80,0.85,0.72,0.61,0.85,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,"April 15, 2015",3.7,3.88,0.001,0.016,0.000,0.438,0.019,0.296,0.605,0.077,0.076,0.205,9.3,0.93,0.97,0.06,0.97
13K439,Brooklyn International High School,High School,345,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.99,0.93,0.97,0.78,0.97,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"November 20, 2014",1.82,2.35,0.794,0.023,0.000,0.755,0.180,0.545,0.417,0.177,0.267,0.139,0.8,0.71,0.94,0.17,0.98
13K483,The Urban Assembly School for Law and Justice,High School,448,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.92,0.84,0.91,0.78,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"Dec 17-18, 2012",2.58,2.37,0.007,0.141,0.002,0.606,0.056,0.440,0.020,0.714,0.219,0.009,2,0.57,0.92,0.27,0.97
13K499,ACORN Community High School,High School,504,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.87,0.87,0.78,0.85,0.74,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,"December 9-10, 2013",2.23,2.08,0.034,0.272,0.040,0.751,0.165,0.562,0.010,0.835,0.129,0.016,5,0.91,0.79,0.55,0.96
13K527,Urban Assembly Institute of Math and Science for Y,High School,470,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.89,0.82,0.86,0.73,0.88,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"December 8, 2014",2.49,2.27,0.025,0.155,0.011,0.695,0.067,0.500,0.035,0.736,0.148,0.049,4.8,0.62,0.91,0.30,0.97
13K595,Bedford Academy High School,High School,364,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.90,0.91,0.87,0.91,0.90,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 19, 2014",2.82,2.69,0.011,0.113,0.000,0.529,0.025,0.343,0.030,0.846,0.077,0.008,6.9,1.00,0.96,0.09,0.98
13K605,George Westinghouse Career and Technical Education,High School,634,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.79,0.82,0.78,0.79,0.73,0.86,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 19, 2015",2.33,2.18,0.022,0.183,0.060,0.673,0.093,0.500,0.025,0.744,0.197,0.021,6.9,0.71,0.86,0.39,0.97
13K670,Benjamin Banneker Academy,High School,916,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.84,0.88,0.78,0.82,0.72,0.87,Proficient,Developing,Proficient,Well Developed,Proficient,"December 4, 2014",3.11,2.86,0.001,0.053,0.012,0.550,0.032,0.386,0.034,0.864,0.086,0.005,3.8,0.91,0.90,0.37,0.95
13K674,"City Polytechnic High School of Engineering, Archi",High School,458,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.83,0.71,0.80,0.69,0.76,0.82,Developing,Developing,Developing,Proficient,Proficient,"March 17, 2015",2.55,2.49,0.024,0.205,0.037,0.539,0.050,0.365,0.066,0.697,0.197,0.035,1.8,0.73,0.88,0.36,0.97
14K071,Juan Morel Campos Secondary School,High School,692,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.92,0.82,0.88,0.77,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,"May 20, 2015",2.04,2,0.231,0.279,0.030,0.868,0.141,0.688,0.003,0.136,0.827,0.025,2.8,0.74,0.86,0.48,0.96
14K322,Foundations Academy,High School,113,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,0.86,0.79,0.75,0.70,0.79,0.81,Developing,Developing,Developing,Developing,Developing,"April 29, 2015",2.14,1.99,0.062,0.327,0.027,0.826,0.265,0.655,0.018,0.673,0.292,0.000,1.1,0.38,0.74,0.69,0.97
14K449,"Brooklyn Latin School, The",High School,676,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.91,0.94,0.89,0.92,0.70,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 15, 2014",3.56,3.62,0.001,0.022,0.000,0.454,0.031,0.299,0.361,0.194,0.145,0.135,2,0.52,0.94,0.22,0.97
14K454,Green School: An Academy for Environmental Careers,High School,276,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.90,0.94,0.83,0.92,0.78,0.94,Proficient,Developing,Proficient,Proficient,Proficient,"April 17, 2015",2.19,2.03,0.254,0.221,0.011,0.775,0.185,0.583,0.007,0.380,0.591,0.014,3.4,0.58,0.84,0.49,0.97
14K474,PROGRESS High School for Professional Careers,High School,1098,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.89,0.91,0.78,0.85,0.85,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 20, 2015",2.21,2.11,0.143,0.183,0.026,0.766,0.083,0.618,0.010,0.351,0.626,0.008,18,0.68,0.83,0.47,0.97
14K477,School for Legal Studies,High School,598,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,0.84,0.89,0.81,0.82,0.71,0.90,Proficient,Developing,Developing,Proficient,Developing,"March 6, 2015",2.26,2.11,0.166,0.189,0.017,0.787,0.196,0.602,0.010,0.458,0.500,0.013,6.4,0.76,0.78,0.57,0.97
14K478,"The High School for Enterprise, Business and Techn",High School,1001,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.88,0.81,0.90,0.72,0.67,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"March 31, 2015",2.4,2.36,0.075,0.161,0.033,0.715,0.069,0.543,0.040,0.361,0.569,0.025,4.8,0.79,0.89,0.29,0.96
14K488,Brooklyn Preparatory High School,High School,494,Meeting Target,Exceeding Target,N/A,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.91,0.93,0.90,0.76,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,"May 5, 2015",2.45,2.25,0.036,0.176,0.008,0.646,0.057,0.476,0.024,0.547,0.403,0.020,4.9,0.61,0.90,0.30,0.96
14K558,Williamsburg High School for Architecture and Desi,High School,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.95,0.95,0.97,0.92,0.77,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 12, 2015",2.36,2.29,0.042,0.266,0.005,0.690,0.086,0.523,0.024,0.316,0.600,0.042,6.5,0.69,0.92,0.21,0.97
14K561,Williamsburg Preparatory School,High School,682,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.93,0.86,0.93,0.80,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"February 26, 2015",2.55,2.43,0.032,0.150,0.012,0.675,0.047,0.507,0.026,0.164,0.696,0.100,4.5,0.88,0.91,0.27,0.97
14K586,Lyons Community School,High School,520,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.85,0.95,0.84,0.92,0.84,0.93,Proficient,Developing,Proficient,Proficient,Proficient,"March 19-20, 2014",2.2,2.03,0.128,0.214,0.003,0.843,0.157,0.662,0.018,0.398,0.558,0.024,8,0.69,0.80,0.57,0.97
14K610,Automotive High School,High School,383,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,N/A,N/A,Approaching Target,0.82,0.74,0.79,0.56,0.75,0.72,Developing,Developing,Developing,Developing,Developing,"May 27, 2015",2.14,2.1,0.070,0.292,0.094,0.706,0.076,0.569,0.016,0.559,0.381,0.029,3.9,0.65,0.81,0.58,0.97
14K614,Young Women's Leadership School of Brooklyn,High School,380,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.84,0.88,0.85,0.83,0.81,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"March 3-4, 2014",2.58,2.32,0.021,0.158,0.000,0.680,0.067,0.475,0.033,0.638,0.283,0.008,7,0.50,0.92,0.29,0.98
14K632,Frances Perkins Academy,High School,142,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.80,0.92,0.83,0.94,0.82,0.92,Proficient,Developing,Developing,Proficient,Proficient,"May 13-14, 2014",2.15,2.06,0.056,0.289,0.000,0.730,0.134,0.528,0.007,0.627,0.324,0.021,2,0.43,0.85,0.39,0.98
14K685,El Puente Academy for Peace and Justice,High School,245,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.90,0.94,0.86,0.89,0.74,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"April 21, 2015",2.23,2.1,0.155,0.245,0.000,0.780,0.069,0.612,0.000,0.118,0.853,0.012,4,0.81,0.85,0.49,0.96
15K429,Brooklyn School for Global Studies,High School,250,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.79,0.73,0.78,0.67,0.69,0.76,Proficient,Developing,Proficient,Well Developed,Proficient,"April 27, 2015",2.27,2.13,0.078,0.259,0.000,0.749,0.054,0.584,0.024,0.548,0.355,0.066,1.7,0.75,0.85,0.42,0.96
15K448,Brooklyn Secondary School for Collaborative Studie,High School,685,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.85,0.91,0.85,0.87,0.81,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"November 7-8, 2013",2.44,2.18,0.033,0.275,0.000,0.635,0.073,0.443,0.058,0.385,0.453,0.093,0.9,0.63,0.85,0.47,0.96
15K462,Secondary School for Law,High School,351,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.79,0.89,0.77,0.81,0.90,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 1, 2015",2.43,2.22,0.020,0.140,0.006,0.675,0.088,0.521,0.020,0.664,0.259,0.034,5,0.77,0.86,0.40,0.96
15K463,Secondary School for Journalism,High School,285,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.91,0.86,0.79,0.86,0.71,0.88,Proficient,Developing,Developing,Developing,Proficient,"April 24, 2015",2.33,2.14,0.126,0.207,0.000,0.694,0.091,0.544,0.074,0.467,0.375,0.063,0.9,0.75,0.80,0.57,0.97
15K464,Park Slope Collegiate,High School,423,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.93,0.83,0.92,0.79,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.26,2.17,0.105,0.191,0.003,0.652,0.069,0.516,0.079,0.464,0.365,0.036,11,0.72,0.89,0.34,0.97
15K497,School for International Studies,High School,466,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.83,0.85,0.73,0.79,0.71,0.80,Well Developed,Proficient,Well Developed,Proficient,Well Developed,"May 12, 2015",2.35,2.27,0.093,0.135,0.034,0.710,0.082,0.541,0.042,0.479,0.363,0.099,2.8,0.57,0.87,0.36,0.96
15K519,Cobble Hill School of American Studies,High School,596,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.80,0.70,0.79,0.56,0.75,0.78,Developing,Developing,Proficient,Proficient,Proficient,"December 5-6, 2013",2.31,2.15,0.091,0.213,0.079,0.693,0.092,0.534,0.045,0.638,0.250,0.044,4.8,0.61,0.83,0.45,0.96
15K592,Khalil Gibran International Academy,High School,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0.92,0.89,0.84,0.80,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,"April 21, 2015",2.21,2.07,0.328,0.178,0.017,0.649,0.161,0.443,0.155,0.483,0.063,0.276,3.8,0.50,0.90,0.26,0.97
15K656,Brooklyn High School of the Arts,High School,870,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.81,0.72,0.75,0.68,0.69,0.81,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"April 21, 2015",2.61,2.41,0.013,0.116,0.030,0.589,0.054,0.430,0.017,0.703,0.225,0.020,7,0.64,0.91,0.26,0.97
15K667,Sunset Park High School,High School,1333,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.84,0.84,0.82,0.74,0.90,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"March 24, 2015",2.26,2.2,0.164,0.220,0.052,0.748,0.066,0.608,0.073,0.085,0.773,0.068,0.8,0.59,0.86,0.37,0.96
15K684,Millennium Brooklyn HS,High School,566,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.94,0.89,0.93,0.78,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,"November 13-14, 2013",3.28,2.98,0.005,0.110,0.004,0.393,0.027,0.237,0.095,0.260,0.272,0.311,4,0.49,0.94,0.17,0.98
